YEAR,QUARTER,MONTH,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER,CARRIER_NAME,CARRIER_GROUP,CARRIER_GROUP_NEW,SERVICE_CLASS,REV_PAX_ENP_110,REV_PAX_MILES_140,REV_PAX_MILES_COACH,REV_PAX_MILES_FIRST,NON_REV_PAX_MILES,REV_TON_MILES_240,REV_TON_MILES_FREIGHT_247,REV_TON_MILES_PAX_241,REV_TON_MILES_USPR_MAIL,REV_TON_MILES_USNONPR_MAIL,REV_TON_MILES_MAIL_249,REV_TON_MILES_FOREIGN_MAIL,REV_TON_MILES_EXPRESS_MAIL,NON_REV_TON_MILES,AVL_TON_MILES_280,AVL_SEAT_MILES_320,AVL_SEAT_MILES_FIRST,AVL_SEAT_MILES_COACH,REV_ACRFT_MILES_FLOWN_410,REV_ACRFT_MILES_SCH_430,REV_ACRFT_MILES_SCH_COMPLETED,REV_ACRFT_DEP_PERF_510,REV_ACRFT_HRS_AIRBORNE_610,ACRFT_HRS_RAMPTORAMP_630
2025,1,1,19790,DL,Delta Air Lines Inc.,10262,P,DL,Delta Air Lines Inc.,3,3,Z,243396.00,1525657247.00,0.00,1525657247.00,,185875594.00,32197424.00,152565725.00,,,1112445.00,,,,309137870.00,1914309642.00,1914309642.00,0.00,6606673.00,6683955.00,,1068.00,12778.00,13430.00
2025,1,1,19805,AA,American Airlines Inc.,0A050,D,AA,American Airlines Inc.,3,3,F,9611985.00,10190078277.00,0.00,10190078277.00,,1027759520.00,8089561.00,1019007828.00,,,662131.00,,,,1647583728.00,12633410873.00,12633410873.00,0.00,72967409.00,75296208.00,,72983.00,165615.00,200660.00
2025,1,1,19805,AA,American Airlines Inc.,0A050,D,AA,American Airlines Inc.,3,3,K,9611985.00,10190078277.00,0.00,10190078277.00,,1027759520.00,8089561.00,1019007828.00,,,662131.00,,,,1647583728.00,12633410873.00,12633410873.00,0.00,72967409.00,75296208.00,,72983.00,165615.00,200660.00
2025,1,1,19805,AA,American Airlines Inc.,0A050,D,AA,American Airlines Inc.,3,3,L,1495.00,1341586.00,0.00,1341586.00,,134177.00,19.00,134159.00,,,0.00,,,,343069.00,1946283.00,1946283.00,0.00,7957.00,0.00,,9.00,18.00,23.00
2025,1,1,19805,AA,American Airlines Inc.,0A050,D,AA,American Airlines Inc.,3,3,V,1593.00,1486822.00,0.00,1486822.00,,148701.00,19.00,148682.00,,,0.00,,,,419021.00,2350869.00,2350869.00,0.00,9439.00,0.00,,10.00,21.00,26.00
2025,1,1,19805,AA,American Airlines Inc.,0A050,D,AA,American Airlines Inc.,3,3,Z,9613578.00,10191565099.00,0.00,10191565099.00,,1027908221.00,8089580.00,1019156510.00,,,662131.00,,,,1648002750.00,12635761742.00,12635761742.00,0.00,72976848.00,75296208.00,,72993.00,165636.00,200686.00
2025,1,1,19805,AA,American Airlines Inc.,10049,A,AA,American Airlines Inc.,3,3,F,438608.00,1933226248.00,0.00,1933226248.00,,270001693.00,74977881.00,193322625.00,,,1701187.00,,,,503919979.00,2592260824.00,2592260824.00,0.00,9523409.00,9770544.00,,2202.00,18287.00,19563.00
2025,1,1,19805,AA,American Airlines Inc.,10049,A,AA,American Airlines Inc.,3,3,K,438608.00,1933226248.00,0.00,1933226248.00,,270001693.00,74977881.00,193322625.00,,,1701187.00,,,,503919979.00,2592260824.00,2592260824.00,0.00,9523409.00,9770544.00,,2202.00,18287.00,19563.00
2025,1,1,19805,AA,American Airlines Inc.,10049,A,AA,American Airlines Inc.,3,3,V,436.00,1874206.00,0.00,1874206.00,,187421.00,0.00,187421.00,,,0.00,,,,565390.00,3011736.00,3011736.00,0.00,11032.00,0.00,,3.00,20.00,21.00
2025,1,1,19805,AA,American Airlines Inc.,10049,A,AA,American Airlines Inc.,3,3,Z,439044.00,1935100454.00,0.00,1935100454.00,,270189113.00,74977881.00,193510045.00,,,1701187.00,,,,504485369.00,2595272560.00,2595272560.00,0.00,9534441.00,9770544.00,,2205.00,18306.00,19584.00
2025,1,1,19805,AA,American Airlines Inc.,10050,L,AA,American Airlines Inc.,3,3,F,2172085.00,3358398372.00,0.00,3358398372.00,,376087844.00,39495662.00,335839837.00,,,752345.00,,,,572680017.00,3949307873.00,3949307873.00,0.00,20389955.00,20604986.00,,14887.00,43525.00,51392.00
2025,1,1,19805,AA,American Airlines Inc.,10050,L,AA,American Airlines Inc.,3,3,K,2172085.00,3358398372.00,0.00,3358398372.00,,376087844.00,39495662.00,335839837.00,,,752345.00,,,,572680017.00,3949307873.00,3949307873.00,0.00,20389955.00,20604986.00,,14887.00,43525.00,51392.00
2025,1,1,19805,AA,American Airlines Inc.,10050,L,AA,American Airlines Inc.,3,3,Z,2172085.00,3358398372.00,0.00,3358398372.00,,376087844.00,39495662.00,335839837.00,,,752345.00,,,,572680017.00,3949307873.00,3949307873.00,0.00,20389955.00,20604986.00,,14887.00,43525.00,51392.00
2025,1,1,19805,AA,American Airlines Inc.,10052,P,AA,American Airlines Inc.,3,3,F,142729.00,966298114.00,0.00,966298114.00,,118531132.00,20874367.00,96629811.00,,,1026953.00,,,,226167285.00,1183758510.00,1183758510.00,0.00,4514076.00,4789045.00,,671.00,8398.00,8784.00
2025,1,1,19805,AA,American Airlines Inc.,10052,P,AA,American Airlines Inc.,3,3,K,142729.00,966298114.00,0.00,966298114.00,,118531132.00,20874367.00,96629811.00,,,1026953.00,,,,226167285.00,1183758510.00,1183758510.00,0.00,4514076.00,4789045.00,,671.00,8398.00,8784.00
2025,1,1,19805,AA,American Airlines Inc.,10052,P,AA,American Airlines Inc.,3,3,Z,142729.00,966298114.00,0.00,966298114.00,,118531132.00,20874367.00,96629811.00,,,1026953.00,,,,226167285.00,1183758510.00,1183758510.00,0.00,4514076.00,4789045.00,,671.00,8398.00,8784.00
2025,1,1,19874,8C,Air Transport International,06029,D,8C,Air Transport International,2,2,P,0.00,0.00,0.00,0.00,,88964883.00,88964883.00,0.00,,,0.00,,,,155647909.00,0.00,0.00,0.00,2549629.00,0.00,,2232.00,5641.00,6625.00
2025,1,1,19874,8C,Air Transport International,06029,D,8C,Air Transport International,2,2,V,143.00,242042.00,0.00,242042.00,,89402801.00,89378597.00,24204.00,,,0.00,,,,157290840.00,819210.00,819210.00,0.00,2586968.00,0.00,,2263.00,5724.00,6719.00
2025,1,1,19874,8C,Air Transport International,06029,D,8C,Air Transport International,2,2,Z,143.00,242042.00,0.00,242042.00,,89402801.00,89378597.00,24204.00,,,0.00,,,,157290840.00,819210.00,819210.00,0.00,2586968.00,0.00,,2263.00,5724.00,6719.00
2025,1,1,19874,8C,Air Transport International,16028,A,8C,Air Transport International,2,2,P,0.00,0.00,0.00,0.00,,412781.00,412781.00,0.00,,,0.00,,,,1417126.00,0.00,0.00,0.00,25787.00,0.00,,15.00,53.00,62.00
2025,1,1,19874,8C,Air Transport International,16028,A,8C,Air Transport International,2,2,V,1259.00,3119651.00,0.00,3119651.00,,2555339.00,2243373.00,311965.00,,,0.00,,,,7605438.00,7565880.00,7565880.00,0.00,224535.00,0.00,,88.00,458.00,489.00
2025,1,1,19874,8C,Air Transport International,16028,A,8C,Air Transport International,2,2,Z,1259.00,3119651.00,0.00,3119651.00,,2555339.00,2243373.00,311965.00,,,0.00,,,,7605438.00,7565880.00,7565880.00,0.00,224535.00,0.00,,88.00,458.00,489.00
2025,1,1,19917,5X,United Parcel Service,06910,D,5X,United Parcel Service,3,3,G,0.00,0.00,0.00,0.00,,431958899.00,354012084.00,0.00,,,77946815.00,,,,763853234.00,0.00,0.00,0.00,12616868.00,12616868.00,,12754.00,27421.00,31826.00
2025,1,1,19917,5X,United Parcel Service,06910,D,5X,United Parcel Service,3,3,K,0.00,0.00,0.00,0.00,,431958899.00,354012084.00,0.00,,,77946815.00,,,,763853234.00,0.00,0.00,0.00,12616868.00,12616868.00,,12754.00,27421.00,31826.00
2025,1,1,19917,5X,United Parcel Service,06910,D,5X,United Parcel Service,3,3,V,0.00,0.00,0.00,0.00,,14380.00,14380.00,0.00,,,0.00,,,,258070.00,0.00,0.00,0.00,1906.00,0.00,,3.00,5.00,6.00
2025,1,1,19917,5X,United Parcel Service,06910,D,5X,United Parcel Service,3,3,Z,0.00,0.00,0.00,0.00,,431973279.00,354026464.00,0.00,,,77946815.00,,,,764111304.00,0.00,0.00,0.00,12618774.00,12616868.00,,12757.00,27425.00,31831.00
2025,1,1,19917,5X,United Parcel Service,16911,A,5X,United Parcel Service,3,3,G,0.00,0.00,0.00,0.00,,187052567.00,187042367.00,0.00,,,10201.00,,,,234028916.00,0.00,0.00,0.00,2645452.00,2645452.00,,1422.00,5460.00,5985.00
2025,1,1,19917,5X,United Parcel Service,16911,A,5X,United Parcel Service,3,3,K,0.00,0.00,0.00,0.00,,187052567.00,187042367.00,0.00,,,10201.00,,,,234028916.00,0.00,0.00,0.00,2645452.00,2645452.00,,1422.00,5460.00,5985.00
2025,1,1,19917,5X,United Parcel Service,16911,A,5X,United Parcel Service,3,3,V,0.00,0.00,0.00,0.00,,477841.00,477841.00,0.00,,,0.00,,,,1603158.00,0.00,0.00,0.00,13928.00,0.00,,5.00,27.00,29.00
2025,1,1,19917,5X,United Parcel Service,16911,A,5X,United Parcel Service,3,3,Z,0.00,0.00,0.00,0.00,,187530409.00,187520208.00,0.00,,,10201.00,,,,235632074.00,0.00,0.00,0.00,2659380.00,2645452.00,,1427.00,5487.00,6014.00
2025,1,1,19917,5X,United Parcel Service,16912,L,5X,United Parcel Service,3,3,G,0.00,0.00,0.00,0.00,,20466799.00,20466799.00,0.00,,,0.00,,,,29170306.00,0.00,0.00,0.00,618560.00,618560.00,,471.00,1288.00,1463.00
2025,1,1,19917,5X,United Parcel Service,16912,L,5X,United Parcel Service,3,3,K,0.00,0.00,0.00,0.00,,20466799.00,20466799.00,0.00,,,0.00,,,,29170306.00,0.00,0.00,0.00,618560.00,618560.00,,471.00,1288.00,1463.00
2025,1,1,19917,5X,United Parcel Service,16912,L,5X,United Parcel Service,3,3,Z,0.00,0.00,0.00,0.00,,20466799.00,20466799.00,0.00,,,0.00,,,,29170306.00,0.00,0.00,0.00,618560.00,618560.00,,471.00,1288.00,1463.00
2025,1,1,19917,5X,United Parcel Service,16913,P,5X,United Parcel Service,3,3,G,0.00,0.00,0.00,0.00,,235451606.00,235270696.00,0.00,,,180910.00,,,,342997349.00,0.00,0.00,0.00,3591506.00,3591506.00,,1317.00,7345.00,8063.00
2025,1,1,19917,5X,United Parcel Service,16913,P,5X,United Parcel Service,3,3,K,0.00,0.00,0.00,0.00,,235451606.00,235270696.00,0.00,,,180910.00,,,,342997349.00,0.00,0.00,0.00,3591506.00,3591506.00,,1317.00,7345.00,8063.00
2025,1,1,19917,5X,United Parcel Service,16913,P,5X,United Parcel Service,3,3,V,0.00,0.00,0.00,0.00,,25283.00,25283.00,0.00,,,0.00,,,,936247.00,0.00,0.00,0.00,9167.00,0.00,,2.00,18.00,19.00
2025,1,1,19917,5X,United Parcel Service,16913,P,5X,United Parcel Service,3,3,Z,0.00,0.00,0.00,0.00,,235476889.00,235295978.00,0.00,,,180910.00,,,,343933596.00,0.00,0.00,0.00,3600673.00,3591506.00,,1319.00,7363.00,8083.00
2025,1,1,19930,AS,Alaska Airlines Inc.,06031,D,AS,Alaska Airlines Inc.,3,3,F,2322687.00,3381261899.00,0.00,3381261899.00,,341680114.00,3161161.00,338126190.00,,,392763.00,,,,546060318.00,4182885754.00,4182885754.00,0.00,24342981.00,24947378.00,,18027.00,53220.00,62006.00
2025,1,1,19930,AS,Alaska Airlines Inc.,06031,D,AS,Alaska Airlines Inc.,3,3,G,0.00,0.00,0.00,0.00,,2514753.00,1939946.00,0.00,,,574808.00,,,,7839129.00,0.00,0.00,0.00,352423.00,212082.00,,612.00,838.00,1080.00
2025,1,1,19930,AS,Alaska Airlines Inc.,06031,D,AS,Alaska Airlines Inc.,3,3,K,2322687.00,3381261899.00,0.00,3381261899.00,,344194867.00,5101107.00,338126190.00,,,967571.00,,,,553899447.00,4182885754.00,4182885754.00,0.00,24695404.00,25159460.00,,18639.00,54058.00,63086.00
2025,1,1,19930,AS,Alaska Airlines Inc.,06031,D,AS,Alaska Airlines Inc.,3,3,L,10958.00,7175767.00,0.00,7175767.00,,718012.00,436.00,717577.00,,,0.00,,,,1482312.00,11268512.00,11268512.00,0.00,69615.00,0.00,,114.00,163.00,201.00
2025,1,1,19930,AS,Alaska Airlines Inc.,06031,D,AS,Alaska Airlines Inc.,3,3,V,10958.00,7175767.00,0.00,7175767.00,,718012.00,436.00,717577.00,,,0.00,,,,1482312.00,11268512.00,11268512.00,0.00,69615.00,0.00,,114.00,163.00,201.00
2025,1,1,19930,AS,Alaska Airlines Inc.,06031,D,AS,Alaska Airlines Inc.,3,3,Z,2333645.00,3388437666.00,0.00,3388437666.00,,344912880.00,5101542.00,338843767.00,,,967571.00,,,,555381758.00,4194154266.00,4194154266.00,0.00,24765019.00,25159460.00,,18753.00,54221.00,63287.00
2025,1,1,19930,AS,Alaska Airlines Inc.,16031,L,AS,Alaska Airlines Inc.,3,3,F,283293.00,500237773.00,0.00,500237773.00,,50050595.00,26818.00,50023777.00,,,0.00,,,,79334214.00,607109386.00,607109386.00,0.00,3495720.00,3482142.00,,2000.00,7414.00,8360.00
2025,1,1,19930,AS,Alaska Airlines Inc.,16031,L,AS,Alaska Airlines Inc.,3,3,K,283293.00,500237773.00,0.00,500237773.00,,50050595.00,26818.00,50023777.00,,,0.00,,,,79334214.00,607109386.00,607109386.00,0.00,3495720.00,3482142.00,,2000.00,7414.00,8360.00
2025,1,1,19930,AS,Alaska Airlines Inc.,16031,L,AS,Alaska Airlines Inc.,3,3,L,2228.00,4168620.00,0.00,4168620.00,,416862.00,0.00,416862.00,,,0.00,,,,794157.00,6074072.00,6074072.00,0.00,34124.00,0.00,,18.00,72.00,80.00
2025,1,1,19930,AS,Alaska Airlines Inc.,16031,L,AS,Alaska Airlines Inc.,3,3,V,2228.00,4168620.00,0.00,4168620.00,,416862.00,0.00,416862.00,,,0.00,,,,794157.00,6074072.00,6074072.00,0.00,34124.00,0.00,,18.00,72.00,80.00
2025,1,1,19930,AS,Alaska Airlines Inc.,16031,L,AS,Alaska Airlines Inc.,3,3,Z,285521.00,504406393.00,0.00,504406393.00,,50467457.00,26818.00,50440639.00,,,0.00,,,,80128371.00,613183458.00,613183458.00,0.00,3529844.00,3482142.00,,2018.00,7486.00,8440.00
